geo,age,sex,citizen,acceptance_rate
France,From 18 to 34 years,Males,Sierra Leone,0.0945945945945946
France,From 18 to 34 years,Males,Somalia,0.275830258302583
France,From 18 to 34 years,Males,South Africa,0.0
France,From 18 to 34 years,Males,South Sudan,0.6545454545454545
France,From 18 to 34 years,Males,Sri Lanka,0.08653846153846154
France,From 18 to 34 years,Males,Stateless,0.3238095238095238
France,From 18 to 34 years,Males,Sudan,0.4335548172757475
France,From 18 to 34 years,Males,Suriname,0.3333333333333333
France,From 18 to 34 years,Males,Syria,0.8312020460358056
France,From 18 to 34 years,Males,Tajikistan,0.125
France,From 18 to 34 years,Males,Tanzania,0.0
France,From 18 to 34 years,Males,Togo,0.16666666666666666
France,From 18 to 34 years,Males,Total,0.2516400765794512
France,From 18 to 34 years,Males,Tunisia,0.12318840579710146
France,From 18 to 34 years,Males,Turkmenistan,1.0
France,From 18 to 34 years,Males,Türkiye,0.13107170393215112
France,From 18 to 34 years,Males,Uganda,0.2222222222222222
France,From 18 to 34 years,Males,Ukraine,0.46
France,From 18 to 34 years,Males,Unknown,0.0
France,From 18 to 34 years,Males,Uzbekistan,0.0
France,From 18 to 34 years,Males,Venezuela,0.32061068702290074
France,From 18 to 34 years,Males,Viet Nam,0.09090909090909091
France,From 18 to 34 years,Males,Western Sahara,0.06369426751592357
France,From 18 to 34 years,Males,Yemen,0.6111111111111112
France,From 35 to 64 years,Females,Afghanistan,0.9547511312217195
France,From 35 to 64 years,Females,Albania,0.12026726057906459
France,From 35 to 64 years,Females,Algeria,0.2625
France,From 35 to 64 years,Females,Angola,0.07947019867549669
France,From 35 to 64 years,Females,Argentina,0.0
France,From 35 to 64 years,Females,Armenia,0.03858520900321544
France,From 35 to 64 years,Females,Azerbaijan,0.16666666666666666
France,From 35 to 64 years,Females,Bangladesh,0.14736842105263157
France,From 35 to 64 years,Females,Belarus,0.3103448275862069
France,From 35 to 64 years,Females,Benin,0.14814814814814814
France,From 35 to 64 years,Females,Bolivia,0.0
France,From 35 to 64 years,Females,Bosnia and Herzegovina,0.029411764705882353
France,From 35 to 64 years,Females,Brazil,0.04
France,From 35 to 64 years,Females,Burkina Faso,0.2222222222222222
France,From 35 to 64 years,Females,Burundi,0.4444444444444444
France,From 35 to 64 years,Females,Cambodia,0.06666666666666667
France,From 35 to 64 years,Females,Cameroon,0.20408163265306123
France,From 35 to 64 years,Females,Central African Republic,0.37142857142857144
France,From 35 to 64 years,Females,Chad,0.12903225806451613
France,From 35 to 64 years,Females,Chile,0.0
France,From 35 to 64 years,Females,China,0.8369565217391305
France,From 35 to 64 years,Females,Colombia,0.15760869565217392
France,From 35 to 64 years,Females,Comoros,0.1276595744680851
France,From 35 to 64 years,Females,Congo,0.07734806629834254
France,From 35 to 64 years,Females,Cuba,0.16216216216216217
France,From 35 to 64 years,Females,Côte d’Ivoire,0.12368972746331237
France,From 35 to 64 years,Females,Democratic Republic of the Congo,0.13170731707317074
France,From 35 to 64 years,Females,Djibouti,0.2
France,From 35 to 64 years,Females,Dominican Republic,0.11764705882352941
France,From 35 to 64 years,Females,Ecuador,0.0
France,From 35 to 64 years,Females,Egypt,0.08695652173913043
France,From 35 to 64 years,Females,El Salvador,0.2
France,From 35 to 64 years,Females,Equatorial Guinea,0.5
France,From 35 to 64 years,Females,Eritrea,0.7241379310344828
France,From 35 to 64 years,Females,Ethiopia,0.3333333333333333
France,From 35 to 64 years,Females,Gabon,0.13333333333333333
France,From 35 to 64 years,Females,"Gambia, The",0.0
France,From 35 to 64 years,Females,Georgia,0.08064516129032258
France,From 35 to 64 years,Females,Ghana,0.0
France,From 35 to 64 years,Females,Guinea,0.1337579617834395
France,From 35 to 64 years,Females,Guinea-Bissau,0.0
France,From 35 to 64 years,Females,Haiti,0.5372848948374761
France,From 35 to 64 years,Females,Honduras,0.0
France,From 35 to 64 years,Females,India,0.047619047619047616
France,From 35 to 64 years,Females,Indonesia,0.0
France,From 35 to 64 years,Females,Iran,0.6419753086419753
France,From 35 to 64 years,Females,Iraq,0.625
France,From 35 to 64 years,Females,Israel,0.0
France,From 35 to 64 years,Females,Jordan,0.0
France,From 35 to 64 years,Females,Kazakhstan,0.17647058823529413
France,From 35 to 64 years,Females,Kenya,0.125
France,From 35 to 64 years,Females,Kosovo*,0.08666666666666667
France,From 35 to 64 years,Females,Kuwait,0.3
France,From 35 to 64 years,Females,Kyrgyzstan,0.0
France,From 35 to 64 years,Females,Laos,0.0
France,From 35 to 64 years,Females,Lebanon,0.23529411764705882
France,From 35 to 64 years,Females,Liberia,0.0
France,From 35 to 64 years,Females,Libya,0.5
France,From 35 to 64 years,Females,Madagascar,0.11290322580645161
France,From 35 to 64 years,Females,Mali,0.15
France,From 35 to 64 years,Females,Mauritania,0.13186813186813187
France,From 35 to 64 years,Females,Mauritius,0.3333333333333333
France,From 35 to 64 years,Females,Mexico,0.0
France,From 35 to 64 years,Females,Moldova,0.025
France,From 35 to 64 years,Females,Mongolia,0.1111111111111111
France,From 35 to 64 years,Females,Montenegro,0.0
France,From 35 to 64 years,Females,Morocco,0.24528301886792453
France,From 35 to 64 years,Females,Myanmar/Burma,0.6666666666666666
France,From 35 to 64 years,Females,Nepal,0.125
France,From 35 to 64 years,Females,Nicaragua,0.3333333333333333
France,From 35 to 64 years,Females,Niger,0.3333333333333333
France,From 35 to 64 years,Females,Nigeria,0.02824858757062147
France,From 35 to 64 years,Females,North Macedonia,0.06666666666666667
France,From 35 to 64 years,Females,Pakistan,0.2631578947368421
France,From 35 to 64 years,Females,Palestine*,0.7222222222222222
France,From 35 to 64 years,Females,Peru,0.19148936170212766
France,From 35 to 64 years,Females,Philippines,0.25
France,From 35 to 64 years,Females,Russia,0.25386996904024767
France,From 35 to 64 years,Females,Rwanda,0.34782608695652173
France,From 35 to 64 years,Females,Saint Lucia,0.0
France,From 35 to 64 years,Females,Senegal,0.12280701754385964
France,From 35 to 64 years,Females,Serbia,0.058823529411764705
France,From 35 to 64 years,Females,Sierra Leone,0.0
France,From 35 to 64 years,Females,Somalia,0.49714285714285716
France,From 35 to 64 years,Females,South Africa,0.42857142857142855
France,From 35 to 64 years,Females,Sri Lanka,0.22085889570552147
France,From 35 to 64 years,Females,Stateless,0.23529411764705882
France,From 35 to 64 years,Females,Sudan,0.4909090909090909
France,From 35 to 64 years,Females,Suriname,0.0
France,From 35 to 64 years,Females,Syria,0.8235294117647058
France,From 35 to 64 years,Females,Taiwan,0.0
France,From 35 to 64 years,Females,Tajikistan,0.0
France,From 35 to 64 years,Females,Tanzania,0.0
France,From 35 to 64 years,Females,Togo,0.1875
France,From 35 to 64 years,Females,Total,0.29673102237823606
France,From 35 to 64 years,Females,Tunisia,0.14814814814814814
France,From 35 to 64 years,Females,Türkiye,0.2898550724637681
France,From 35 to 64 years,Females,Uganda,0.2
France,From 35 to 64 years,Females,Ukraine,0.713091922005571
France,From 35 to 64 years,Females,Unknown,0.0
France,From 35 to 64 years,Females,Uzbekistan,0.0
France,From 35 to 64 years,Females,Venezuela,0.35
France,From 35 to 64 years,Females,Viet Nam,0.0
France,From 35 to 64 years,Females,Western Sahara,0.1
France,From 35 to 64 years,Females,Yemen,0.6923076923076923
France,From 35 to 64 years,Females,Zimbabwe,0.0
France,From 35 to 64 years,Males,Afghanistan,0.6494845360824743
France,From 35 to 64 years,Males,Albania,0.038696537678207736
France,From 35 to 64 years,Males,Algeria,0.10266159695817491
France,From 35 to 64 years,Males,Angola,0.06382978723404255
France,From 35 to 64 years,Males,Argentina,0.0
France,From 35 to 64 years,Males,Armenia,0.013745704467353952
France,From 35 to 64 years,Males,Azerbaijan,0.10989010989010989
France,From 35 to 64 years,Males,Bangladesh,0.04553624925104853
France,From 35 to 64 years,Males,Belarus,0.24324324324324326
France,From 35 to 64 years,Males,Benin,0.12903225806451613
France,From 35 to 64 years,Males,Bhutan,1.0
France,From 35 to 64 years,Males,Bosnia and Herzegovina,0.025
France,From 35 to 64 years,Males,Brazil,0.1
France,From 35 to 64 years,Males,Burkina Faso,0.12
France,From 35 to 64 years,Males,Burundi,0.30952380952380953
France,From 35 to 64 years,Males,Cambodia,0.08333333333333333
France,From 35 to 64 years,Males,Cameroon,0.1712707182320442
France,From 35 to 64 years,Males,Central African Republic,0.26666666666666666
France,From 35 to 64 years,Males,Chad,0.06862745098039216
France,From 35 to 64 years,Males,Chile,0.0
France,From 35 to 64 years,Males,China,0.856
France,From 35 to 64 years,Males,Colombia,0.12121212121212122
France,From 35 to 64 years,Males,Comoros,0.046263345195729534
France,From 35 to 64 years,Males,Congo,0.06451612903225806
France,From 35 to 64 years,Males,Cuba,0.19607843137254902
France,From 35 to 64 years,Males,Côte d’Ivoire,0.058577405857740586
France,From 35 to 64 years,Males,Democratic Republic of the Congo,0.11505681818181818
France,From 35 to 64 years,Males,Djibouti,0.15384615384615385
France,From 35 to 64 years,Males,Dominica,0.0
France,From 35 to 64 years,Males,Dominican Republic,0.05
France,From 35 to 64 years,Males,Ecuador,0.0
France,From 35 to 64 years,Males,Egypt,0.05194805194805195
France,From 35 to 64 years,Males,El Salvador,0.0
France,From 35 to 64 years,Males,Eritrea,0.5220588235294118
France,From 35 to 64 years,Males,Ethiopia,0.2826086956521739
France,From 35 to 64 years,Males,Gabon,0.14285714285714285
France,From 35 to 64 years,Males,"Gambia, The",0.0
France,From 35 to 64 years,Males,Georgia,0.019623233908948195
France,From 35 to 64 years,Males,Ghana,0.0
France,From 35 to 64 years,Males,Guatemala,0.0
France,From 35 to 64 years,Males,Guinea,0.0673758865248227
France,From 35 to 64 years,Males,Guinea-Bissau,0.0
France,From 35 to 64 years,Males,Guyana,0.0
France,From 35 to 64 years,Males,Haiti,0.37940761636107195
France,From 35 to 64 years,Males,Honduras,0.0
France,From 35 to 64 years,Males,India,0.016
France,From 35 to 64 years,Males,Iran,0.4649122807017544
France,From 35 to 64 years,Males,Iraq,0.31521739130434784
France,From 35 to 64 years,Males,Israel,0.0
France,From 35 to 64 years,Males,Jamaica,0.0
France,From 35 to 64 years,Males,Jordan,0.5
France,From 35 to 64 years,Males,Kazakhstan,0.15
France,From 35 to 64 years,Males,Kenya,0.0
France,From 35 to 64 years,Males,Kosovo*,0.03888888888888889
France,From 35 to 64 years,Males,Kuwait,0.23529411764705882
France,From 35 to 64 years,Males,Kyrgyzstan,0.0
France,From 35 to 64 years,Males,Laos,0.0
France,From 35 to 64 years,Males,Lebanon,0.20689655172413793
France,From 35 to 64 years,Males,Liberia,0.0
France,From 35 to 64 years,Males,Libya,0.325
France,From 35 to 64 years,Males,Madagascar,0.041666666666666664
France,From 35 to 64 years,Males,Mali,0.05531914893617021
France,From 35 to 64 years,Males,Mauritania,0.08259587020648967
France,From 35 to 64 years,Males,Mauritius,0.2857142857142857
France,From 35 to 64 years,Males,Mexico,0.0
France,From 35 to 64 years,Males,Moldova,0.0
France,From 35 to 64 years,Males,Mongolia,0.03333333333333333
France,From 35 to 64 years,Males,Montenegro,0.0
France,From 35 to 64 years,Males,Morocco,0.1592920353982301
France,From 35 to 64 years,Males,Myanmar/Burma,0.4
France,From 35 to 64 years,Males,Nepal,0.058823529411764705
France,From 35 to 64 years,Males,Nicaragua,0.0
France,From 35 to 64 years,Males,Niger,0.23809523809523808
France,From 35 to 64 years,Males,Nigeria,0.014705882352941176
France,From 35 to 64 years,Males,North Macedonia,0.0
France,From 35 to 64 years,Males,Pakistan,0.06417112299465241
France,From 35 to 64 years,Males,Palestine*,0.4838709677419355
France,From 35 to 64 years,Males,Peru,0.10909090909090909
France,From 35 to 64 years,Males,Russia,0.18932038834951456
France,From 35 to 64 years,Males,Rwanda,0.2916666666666667
France,From 35 to 64 years,Males,Saint Lucia,0.0
France,From 35 to 64 years,Males,Senegal,0.06637168141592921
France,From 35 to 64 years,Males,Serbia,0.02531645569620253
France,From 35 to 64 years,Males,Sierra Leone,0.03333333333333333
France,From 35 to 64 years,Males,Somalia,0.25391849529780564
France,From 35 to 64 years,Males,South Africa,0.4
France,From 35 to 64 years,Males,South Sudan,0.6666666666666666
France,From 35 to 64 years,Males,Sri Lanka,0.07651245551601424
France,From 35 to 64 years,Males,Stateless,0.2692307692307692
France,From 35 to 64 years,Males,Sudan,0.39901477832512317
France,From 35 to 64 years,Males,Suriname,0.0
France,From 35 to 64 years,Males,Syria,0.7841726618705036
France,From 35 to 64 years,Males,Tajikistan,0.14285714285714285
France,From 35 to 64 years,Males,Tanzania,0.0
France,From 35 to 64 years,Males,Togo,0.1509433962264151
France,From 35 to 64 years,Males,Total,0.17300874497754667
France,From 35 to 64 years,Males,Tunisia,0.07058823529411765
France,From 35 to 64 years,Males,Türkiye,0.13040791100123608
France,From 35 to 64 years,Males,Uganda,0.0
France,From 35 to 64 years,Males,Ukraine,0.5101214574898786
France,From 35 to 64 years,Males,Unknown,0.0
France,From 35 to 64 years,Males,Uzbekistan,0.0
France,From 35 to 64 years,Males,Venezuela,0.2803738317757009
France,From 35 to 64 years,Males,Viet Nam,0.0
France,From 35 to 64 years,Males,Western Sahara,0.0625
France,From 35 to 64 years,Males,Yemen,0.5588235294117647
France,Less than 14 years,Females,Afghanistan,0.9550561797752809
France,Less than 14 years,Females,Albania,0.13665943600867678
France,Less than 14 years,Females,Algeria,0.2
France,Less than 14 years,Females,Angola,0.1989247311827957
France,Less than 14 years,Females,Argentina,0.0
France,Less than 14 years,Females,Armenia,0.052980132450331126
France,Less than 14 years,Females,Azerbaijan,0.2
France,Less than 14 years,Females,Bangladesh,0.2578125
France,Less than 14 years,Females,Belarus,0.35294117647058826
France,Less than 14 years,Females,Benin,0.21052631578947367
France,Less than 14 years,Females,Bosnia and Herzegovina,0.05194805194805195
France,Less than 14 years,Females,Brazil,0.04
France,Less than 14 years,Females,Burkina Faso,0.6727272727272727
France,Less than 14 years,Females,Burundi,0.6052631578947368
France,Less than 14 years,Females,Cabo Verde,0.0
France,Less than 14 years,Females,Cambodia,0.0
France,Less than 14 years,Females,Cameroon,0.38144329896907214
France,Less than 14 years,Females,Central African Republic,0.6176470588235294
France,Less than 14 years,Females,Chad,0.3816793893129771
France,Less than 14 years,Females,China,0.963855421686747
France,Less than 14 years,Females,Colombia,0.18867924528301888
France,Less than 14 years,Females,Comoros,0.11355311355311355
France,Less than 14 years,Females,Congo,0.35443037974683544
France,Less than 14 years,Females,Cuba,0.09090909090909091
France,Less than 14 years,Females,Côte d’Ivoire,0.5400795906765208
France,Less than 14 years,Females,Democratic Republic of the Congo,0.42912371134020616
France,Less than 14 years,Females,Djibouti,0.6111111111111112
France,Less than 14 years,Females,Dominica,0.5
France,Less than 14 years,Females,Dominican Republic,0.35714285714285715
France,Less than 14 years,Females,Ecuador,0.0
France,Less than 14 years,Females,Egypt,0.3488372093023256
France,Less than 14 years,Females,El Salvador,0.0
France,Less than 14 years,Females,Equatorial Guinea,0.6666666666666666
France,Less than 14 years,Females,Eritrea,0.845360824742268
France,Less than 14 years,Females,Ethiopia,0.7419354838709677
France,Less than 14 years,Females,Gabon,0.21212121212121213
France,Less than 14 years,Females,"Gambia, The",0.6666666666666666
France,Less than 14 years,Females,Georgia,0.06864988558352403
France,Less than 14 years,Females,Ghana,0.09090909090909091
France,Less than 14 years,Females,Guinea,0.8043795620437956
France,Less than 14 years,Females,Guinea-Bissau,0.631578947368421
France,Less than 14 years,Females,Haiti,0.6092184368737475
France,Less than 14 years,Females,India,0.0
France,Less than 14 years,Females,Iran,0.6
France,Less than 14 years,Females,Iraq,0.5555555555555556
France,Less than 14 years,Females,Israel,0.0
France,Less than 14 years,Females,Kazakhstan,0.1875
France,Less than 14 years,Females,Kenya,0.5
France,Less than 14 years,Females,Kosovo*,0.1643835616438356
France,Less than 14 years,Females,Kuwait,0.35
France,Less than 14 years,Females,Kyrgyzstan,0.16666666666666666
France,Less than 14 years,Females,Lebanon,0.29411764705882354
France,Less than 14 years,Females,Liberia,0.6363636363636364
France,Less than 14 years,Females,Libya,0.6551724137931034
France,Less than 14 years,Females,Madagascar,0.13333333333333333
France,Less than 14 years,Females,Mali,0.8344671201814059
France,Less than 14 years,Females,Mauritania,0.7007299270072993
France,Less than 14 years,Females,Mauritius,0.0
France,Less than 14 years,Females,Mexico,1.0
France,Less than 14 years,Females,Moldova,0.02564102564102564
France,Less than 14 years,Females,Mongolia,0.23076923076923078
France,Less than 14 years,Females,Montenegro,0.0
France,Less than 14 years,Females,Morocco,0.3225806451612903
France,Less than 14 years,Females,Myanmar/Burma,1.0
France,Less than 14 years,Females,Nicaragua,0.6666666666666666
France,Less than 14 years,Females,Niger,0.4
France,Less than 14 years,Females,Nigeria,0.146374829001368
France,Less than 14 years,Females,North Macedonia,0.045454545454545456
France,Less than 14 years,Females,Pakistan,0.21052631578947367
France,Less than 14 years,Females,Palestine*,0.7142857142857143
France,Less than 14 years,Females,Peru,0.19230769230769232
France,Less than 14 years,Females,Philippines,0.0
France,Less than 14 years,Females,Russia,0.2908496732026144
France,Less than 14 years,Females,Rwanda,0.5238095238095238
France,Less than 14 years,Females,Saint Lucia,0.0
France,Less than 14 years,Females,Senegal,0.6438356164383562
France,Less than 14 years,Females,Serbia,0.0660377358490566
France,Less than 14 years,Females,Sierra Leone,0.6440677966101694
France,Less than 14 years,Females,Somalia,0.7777777777777778
France,Less than 14 years,Females,South Africa,0.42857142857142855
France,Less than 14 years,Females,South Sudan,0.5
France,Less than 14 years,Females,Sri Lanka,0.5242718446601942
France,Less than 14 years,Females,Stateless,0.42857142857142855
France,Less than 14 years,Females,Sudan,0.7796610169491526
France,Less than 14 years,Females,Suriname,0.0
France,Less than 14 years,Females,Syria,0.8045977011494253
France,Less than 14 years,Females,Tajikistan,0.125
France,Less than 14 years,Females,Tanzania,0.0
France,Less than 14 years,Females,Togo,0.2857142857142857
France,Less than 14 years,Females,Total,0.5074987905176584
France,Less than 14 years,Females,Tunisia,0.1
France,Less than 14 years,Females,Türkiye,0.27181208053691275
France,Less than 14 years,Females,Uganda,0.5
France,Less than 14 years,Females,Ukraine,0.895397489539749
France,Less than 14 years,Females,Unknown,0.0
France,Less than 14 years,Females,Uzbekistan,0.0
France,Less than 14 years,Females,Venezuela,0.4126984126984127
France,Less than 14 years,Females,Western Sahara,0.5
France,Less than 14 years,Females,Yemen,0.8666666666666667
France,Less than 14 years,Males,Afghanistan,0.9562737642585551
France,Less than 14 years,Males,Albania,0.1316793893129771
France,Less than 14 years,Males,Algeria,0.21621621621621623
France,Less than 14 years,Males,Angola,0.21428571428571427
France,Less than 14 years,Males,Argentina,0.0
France,Less than 14 years,Males,Armenia,0.0582010582010582
France,Less than 14 years,Males,Azerbaijan,0.14516129032258066
France,Less than 14 years,Males,Bahrain,1.0
France,Less than 14 years,Males,Bangladesh,0.2536231884057971
France,Less than 14 years,Males,Belarus,0.4444444444444444
France,Less than 14 years,Males,Benin,0.14285714285714285
France,Less than 14 years,Males,Bhutan,1.0
France,Less than 14 years,Males,Bosnia and Herzegovina,0.047619047619047616
France,Less than 14 years,Males,Brazil,0.04
France,Less than 14 years,Males,Burkina Faso,0.17857142857142858
France,Less than 14 years,Males,Burundi,0.6842105263157895
France,Less than 14 years,Males,Cambodia,0.25
France,Less than 14 years,Males,Cameroon,0.4025974025974026
France,Less than 14 years,Males,Central African Republic,0.6666666666666666
France,Less than 14 years,Males,Chad,0.22
France,Less than 14 years,Males,Chile,0.5
France,Less than 14 years,Males,China,0.968421052631579
France,Less than 14 years,Males,Colombia,0.1553398058252427
France,Less than 14 years,Males,Comoros,0.12927756653992395
France,Less than 14 years,Males,Congo,0.37349397590361444
France,Less than 14 years,Males,Cuba,0.25
France,Less than 14 years,Males,Côte d’Ivoire,0.23234916559691912
France,Less than 14 years,Males,Democratic Republic of the Congo,0.4432576769025367
France,Less than 14 years,Males,Djibouti,0.19230769230769232
France,Less than 14 years,Males,Dominica,1.0
France,Less than 14 years,Males,Dominican Republic,0.375
France,Less than 14 years,Males,Ecuador,0.0
France,Less than 14 years,Males,Egypt,0.15789473684210525
France,Less than 14 years,Males,El Salvador,0.0
France,Less than 14 years,Males,Equatorial Guinea,0.5
France,Less than 14 years,Males,Eritrea,0.8373205741626795
France,Less than 14 years,Males,Ethiopia,0.576271186440678
France,Less than 14 years,Males,Gabon,0.16666666666666666
France,Less than 14 years,Males,"Gambia, The",0.16666666666666666
France,Less than 14 years,Males,Georgia,0.09090909090909091
France,Less than 14 years,Males,Ghana,0.0
France,Less than 14 years,Males,Guinea,0.299860529986053
France,Less than 14 years,Males,Guinea-Bissau,0.1
France,Less than 14 years,Males,Haiti,0.5788423153692615
France,Less than 14 years,Males,Honduras,0.0
France,Less than 14 years,Males,India,0.047619047619047616
France,Less than 14 years,Males,Iran,0.6153846153846154
France,Less than 14 years,Males,Iraq,0.5789473684210527
France,Less than 14 years,Males,Israel,0.0
France,Less than 14 years,Males,Kazakhstan,0.21052631578947367
France,Less than 14 years,Males,Kenya,0.0
France,Less than 14 years,Males,Kosovo*,0.1696969696969697
France,Less than 14 years,Males,Kuwait,0.21739130434782608
France,Less than 14 years,Males,Kyrgyzstan,0.0
France,Less than 14 years,Males,Lebanon,0.26666666666666666
France,Less than 14 years,Males,Liberia,0.14285714285714285
France,Less than 14 years,Males,Libya,0.5675675675675675
France,Less than 14 years,Males,Madagascar,0.18518518518518517
France,Less than 14 years,Males,Mali,0.2014388489208633
France,Less than 14 years,Males,Mauritania,0.4044943820224719
France,Less than 14 years,Males,Mauritius,0.0
France,Less than 14 years,Males,Moldova,0.012345679012345678
France,Less than 14 years,Males,Mongolia,0.2
France,Less than 14 years,Males,Montenegro,0.0
France,Less than 14 years,Males,Morocco,0.30303030303030304
France,Less than 14 years,Males,Myanmar/Burma,1.0
France,Less than 14 years,Males,Nepal,0.0
France,Less than 14 years,Males,Nicaragua,0.3333333333333333
France,Less than 14 years,Males,Niger,0.4444444444444444
France,Less than 14 years,Males,Nigeria,0.18340611353711792
France,Less than 14 years,Males,North Macedonia,0.08695652173913043
France,Less than 14 years,Males,Pakistan,0.2753623188405797
France,Less than 14 years,Males,Palestine*,0.7222222222222222
France,Less than 14 years,Males,Peru,0.2
France,Less than 14 years,Males,Russia,0.2819767441860465
France,Less than 14 years,Males,Rwanda,0.4666666666666667
France,Less than 14 years,Males,Saint Lucia,0.0
France,Less than 14 years,Males,Saudi Arabia,1.0
France,Less than 14 years,Males,Senegal,0.1527777777777778
France,Less than 14 years,Males,Serbia,0.0990990990990991
France,Less than 14 years,Males,Sierra Leone,0.14285714285714285
France,Less than 14 years,Males,Somalia,0.6979166666666666
France,Less than 14 years,Males,South Africa,0.625
France,Less than 14 years,Males,South Sudan,0.6666666666666666
France,Less than 14 years,Males,Sri Lanka,0.5803571428571429
France,Less than 14 years,Males,Stateless,0.3333333333333333
France,Less than 14 years,Males,Sudan,0.6792452830188679
France,Less than 14 years,Males,Suriname,0.0
France,Less than 14 years,Males,Syria,0.8057553956834532
France,Less than 14 years,Males,Tajikistan,0.125
France,Less than 14 years,Males,Togo,0.2222222222222222
France,Less than 14 years,Males,Total,0.39980704293294744
France,Less than 14 years,Males,Tunisia,0.08
France,Less than 14 years,Males,Türkiye,0.24776119402985075
France,Less than 14 years,Males,Uganda,0.4
France,Less than 14 years,Males,Ukraine,0.8618181818181818
France,Less than 14 years,Males,Unknown,0.0
France,Less than 14 years,Males,Uzbekistan,0.0
France,Less than 14 years,Males,Venezuela,0.423728813559322
France,Less than 14 years,Males,Western Sahara,0.0
France,Less than 14 years,Males,Yemen,0.8
France,Less than 18 years,Females,Afghanistan,0.9567617295308187
France,Less than 18 years,Females,Albania,0.14285714285714285
France,Less than 18 years,Females,Algeria,0.189873417721519
France,Less than 18 years,Females,Angola,0.20270270270270271
France,Less than 18 years,Females,Argentina,0.0
France,Less than 18 years,Females,Armenia,0.046632124352331605
France,Less than 18 years,Females,Azerbaijan,0.18333333333333332
France,Less than 18 years,Females,Bangladesh,0.23129251700680273
France,Less than 18 years,Females,Belarus,0.3684210526315789
France,Less than 18 years,Females,Benin,0.24
France,Less than 18 years,Females,Bosnia and Herzegovina,0.047058823529411764
France,Less than 18 years,Females,Brazil,0.03571428571428571
France,Less than 18 years,Females,Burkina Faso,0.6842105263157895
France,Less than 18 years,Females,Burundi,0.625
France,Less than 18 years,Females,Cabo Verde,0.0
France,Less than 18 years,Females,Cambodia,0.0
France,Less than 18 years,Females,Cameroon,0.4019607843137255
France,Less than 18 years,Females,Central African Republic,0.6097560975609756
France,Less than 18 years,Females,Chad,0.3767123287671233
France,Less than 18 years,Females,China,0.9727272727272728
France,Less than 18 years,Females,Colombia,0.20422535211267606
France,Less than 18 years,Females,Comoros,0.12418300653594772
France,Less than 18 years,Females,Congo,0.3684210526315789
France,Less than 18 years,Females,Cuba,0.1875
France,Less than 18 years,Females,Côte d’Ivoire,0.538751345532831
France,Less than 18 years,Females,Democratic Republic of the Congo,0.4420368364030336
France,Less than 18 years,Females,Djibouti,0.6097560975609756
France,Less than 18 years,Females,Dominica,0.5
France,Less than 18 years,Females,Dominican Republic,0.35294117647058826
France,Less than 18 years,Females,Ecuador,0.0
France,Less than 18 years,Females,Egypt,0.36538461538461536
France,Less than 18 years,Females,El Salvador,0.0
France,Less than 18 years,Females,Equatorial Guinea,0.5
France,Less than 18 years,Females,Eritrea,0.8609865470852018
France,Less than 18 years,Females,Ethiopia,0.7538461538461538
France,Less than 18 years,Females,Gabon,0.2564102564102564
France,Less than 18 years,Females,"Gambia, The",0.6857142857142857
France,Less than 18 years,Females,Georgia,0.08076923076923077
France,Less than 18 years,Females,Ghana,0.09090909090909091
France,Less than 18 years,Females,Guinea,0.7998590556730092
France,Less than 18 years,Females,Guinea-Bissau,0.631578947368421
France,Less than 18 years,Females,Haiti,0.6184448462929476
France,Less than 18 years,Females,Honduras,1.0
France,Less than 18 years,Females,India,0.0
France,Less than 18 years,Females,Iran,0.5833333333333334
France,Less than 18 years,Females,Iraq,0.5846153846153846
France,Less than 18 years,Females,Israel,0.0
France,Less than 18 years,Females,Kazakhstan,0.2222222222222222
France,Less than 18 years,Females,Kenya,0.3333333333333333
France,Less than 18 years,Females,Kosovo*,0.1534090909090909
France,Less than 18 years,Females,Kuwait,0.3333333333333333
France,Less than 18 years,Females,Kyrgyzstan,0.125
France,Less than 18 years,Females,Lebanon,0.2631578947368421
France,Less than 18 years,Females,Liberia,0.6666666666666666
France,Less than 18 years,Females,Libya,0.6470588235294118
France,Less than 18 years,Females,Madagascar,0.16666666666666666
France,Less than 18 years,Females,Mali,0.8281938325991189
France,Less than 18 years,Females,Mauritania,0.6870748299319728
France,Less than 18 years,Females,Mauritius,0.0
France,Less than 18 years,Females,Mexico,1.0
France,Less than 18 years,Females,Moldova,0.030927835051546393
France,Less than 18 years,Females,Mongolia,0.2413793103448276
France,Less than 18 years,Females,Montenegro,0.0
France,Less than 18 years,Females,Morocco,0.32432432432432434
France,Less than 18 years,Females,Myanmar/Burma,1.0
France,Less than 18 years,Females,Nicaragua,0.6
France,Less than 18 years,Females,Niger,0.46153846153846156
France,Less than 18 years,Females,Nigeria,0.14953271028037382
France,Less than 18 years,Females,North Macedonia,0.057692307692307696
France,Less than 18 years,Females,Pakistan,0.2361111111111111
France,Less than 18 years,Females,Palestine*,0.7777777777777778
France,Less than 18 years,Females,Peru,0.21621621621621623
France,Less than 18 years,Females,Philippines,0.0
France,Less than 18 years,Females,Russia,0.2845303867403315
France,Less than 18 years,Females,Rwanda,0.5384615384615384
France,Less than 18 years,Females,Saint Lucia,0.0
France,Less than 18 years,Females,Senegal,0.6343612334801763
France,Less than 18 years,Females,Serbia,0.06557377049180328
France,Less than 18 years,Females,Sierra Leone,0.6507936507936508
France,Less than 18 years,Females,Somalia,0.7875
France,Less than 18 years,Females,South Africa,0.5
