geo,age,sex,citizen,acceptance_rate
Romania,From 18 to 34 years,Males,Sri Lanka,0.0
Romania,From 18 to 34 years,Males,Stateless,0.4444444444444444
Romania,From 18 to 34 years,Males,Sudan,0.391304347826087
Romania,From 18 to 34 years,Males,Syria,0.5
Romania,From 18 to 34 years,Males,Total,0.0919978225367447
Romania,From 18 to 34 years,Males,Tunisia,0.0
Romania,From 18 to 34 years,Males,Türkiye,0.0
Romania,From 18 to 34 years,Males,Uganda,0.0
Romania,From 18 to 34 years,Males,Ukraine,0.8
Romania,From 18 to 34 years,Males,Viet Nam,0.0
Romania,From 18 to 34 years,Males,Yemen,0.8571428571428571
Romania,From 35 to 64 years,Females,Afghanistan,0.8571428571428571
Romania,From 35 to 64 years,Females,Bangladesh,0.0
Romania,From 35 to 64 years,Females,Colombia,0.0
Romania,From 35 to 64 years,Females,Cuba,0.0
Romania,From 35 to 64 years,Females,Ethiopia,0.0
Romania,From 35 to 64 years,Females,India,0.0
Romania,From 35 to 64 years,Females,Iran,0.6666666666666666
Romania,From 35 to 64 years,Females,Iraq,0.5
Romania,From 35 to 64 years,Females,Nepal,0.0
Romania,From 35 to 64 years,Females,Nigeria,0.0
Romania,From 35 to 64 years,Females,Pakistan,0.5
Romania,From 35 to 64 years,Females,Palestine*,1.0
Romania,From 35 to 64 years,Females,Russia,0.0
Romania,From 35 to 64 years,Females,Somalia,0.5
Romania,From 35 to 64 years,Females,Sri Lanka,0.0
Romania,From 35 to 64 years,Females,Sudan,1.0
Romania,From 35 to 64 years,Females,Syria,0.8620689655172413
Romania,From 35 to 64 years,Females,Total,0.543859649122807
Romania,From 35 to 64 years,Females,Türkiye,0.5
Romania,From 35 to 64 years,Females,Uganda,0.0
Romania,From 35 to 64 years,Females,Ukraine,1.0
Romania,From 35 to 64 years,Males,Afghanistan,0.29411764705882354
Romania,From 35 to 64 years,Males,Algeria,0.0
Romania,From 35 to 64 years,Males,Angola,0.0
Romania,From 35 to 64 years,Males,Azerbaijan,0.0
Romania,From 35 to 64 years,Males,Bangladesh,0.0
Romania,From 35 to 64 years,Males,Cameroon,0.0
Romania,From 35 to 64 years,Males,Cuba,0.0
Romania,From 35 to 64 years,Males,Côte d’Ivoire,0.0
Romania,From 35 to 64 years,Males,Egypt,0.0
Romania,From 35 to 64 years,Males,Eritrea,1.0
Romania,From 35 to 64 years,Males,Ethiopia,0.0
Romania,From 35 to 64 years,Males,Guinea,0.0
Romania,From 35 to 64 years,Males,India,0.0
Romania,From 35 to 64 years,Males,Iran,0.14285714285714285
Romania,From 35 to 64 years,Males,Iraq,0.2
Romania,From 35 to 64 years,Males,Israel,0.0
Romania,From 35 to 64 years,Males,Jordan,0.0
Romania,From 35 to 64 years,Males,Lebanon,0.0
Romania,From 35 to 64 years,Males,Libya,0.0
Romania,From 35 to 64 years,Males,Moldova,0.0
Romania,From 35 to 64 years,Males,Morocco,0.0
Romania,From 35 to 64 years,Males,Nepal,0.0
Romania,From 35 to 64 years,Males,Nigeria,0.0
Romania,From 35 to 64 years,Males,Pakistan,0.04
Romania,From 35 to 64 years,Males,Palestine*,1.0
Romania,From 35 to 64 years,Males,Russia,0.4
Romania,From 35 to 64 years,Males,Rwanda,0.0
Romania,From 35 to 64 years,Males,Somalia,0.5833333333333334
Romania,From 35 to 64 years,Males,Sri Lanka,0.0
Romania,From 35 to 64 years,Males,Stateless,1.0
Romania,From 35 to 64 years,Males,Sudan,0.6363636363636364
Romania,From 35 to 64 years,Males,Syria,0.5
Romania,From 35 to 64 years,Males,Total,0.12954186413902052
Romania,From 35 to 64 years,Males,Tunisia,0.0
Romania,From 35 to 64 years,Males,Türkiye,0.16666666666666666
Romania,From 35 to 64 years,Males,Uganda,0.0
Romania,From 35 to 64 years,Males,Ukraine,0.8
Romania,From 35 to 64 years,Males,Viet Nam,0.0
Romania,From 35 to 64 years,Males,Yemen,1.0
Romania,Less than 14 years,Females,Afghanistan,0.8666666666666667
Romania,Less than 14 years,Females,Angola,0.0
Romania,Less than 14 years,Females,Iran,1.0
Romania,Less than 14 years,Females,Iraq,0.6923076923076923
Romania,Less than 14 years,Females,Lebanon,1.0
Romania,Less than 14 years,Females,Nigeria,0.0
Romania,Less than 14 years,Females,Pakistan,0.0
Romania,Less than 14 years,Females,Palestine*,1.0
Romania,Less than 14 years,Females,Russia,1.0
Romania,Less than 14 years,Females,Rwanda,1.0
Romania,Less than 14 years,Females,Somalia,1.0
Romania,Less than 14 years,Females,Stateless,0.6666666666666666
Romania,Less than 14 years,Females,Sudan,1.0
Romania,Less than 14 years,Females,Syria,0.9642857142857143
Romania,Less than 14 years,Females,Total,0.8666666666666667
Romania,Less than 14 years,Females,Türkiye,0.25
Romania,Less than 14 years,Females,Ukraine,1.0
Romania,Less than 14 years,Females,Yemen,1.0
Romania,Less than 14 years,Males,Afghanistan,0.6666666666666666
Romania,Less than 14 years,Males,Democratic Republic of the Congo,1.0
Romania,Less than 14 years,Males,India,0.0
Romania,Less than 14 years,Males,Iran,1.0
Romania,Less than 14 years,Males,Iraq,0.625
Romania,Less than 14 years,Males,Pakistan,0.3333333333333333
Romania,Less than 14 years,Males,Palestine*,1.0
Romania,Less than 14 years,Males,Somalia,1.0
Romania,Less than 14 years,Males,Stateless,0.5
Romania,Less than 14 years,Males,Sudan,1.0
Romania,Less than 14 years,Males,Syria,0.9538461538461539
Romania,Less than 14 years,Males,Total,0.8375
Romania,Less than 14 years,Males,Türkiye,0.25
Romania,Less than 14 years,Males,Ukraine,1.0
Romania,Less than 14 years,Males,Yemen,1.0
Romania,Less than 18 years,Females,Afghanistan,0.8333333333333334
Romania,Less than 18 years,Females,Angola,0.0
Romania,Less than 18 years,Females,Ghana,0.0
Romania,Less than 18 years,Females,India,0.0
Romania,Less than 18 years,Females,Iran,1.0
Romania,Less than 18 years,Females,Iraq,0.6666666666666666
Romania,Less than 18 years,Females,Lebanon,1.0
Romania,Less than 18 years,Females,Nigeria,0.0
Romania,Less than 18 years,Females,Pakistan,0.5
Romania,Less than 18 years,Females,Palestine*,1.0
Romania,Less than 18 years,Females,Russia,0.6666666666666666
Romania,Less than 18 years,Females,Rwanda,1.0
Romania,Less than 18 years,Females,Somalia,1.0
Romania,Less than 18 years,Females,Stateless,0.75
Romania,Less than 18 years,Females,Sudan,1.0
Romania,Less than 18 years,Females,Syria,0.9545454545454546
Romania,Less than 18 years,Females,Total,0.84
Romania,Less than 18 years,Females,Türkiye,0.25
Romania,Less than 18 years,Females,Ukraine,1.0
Romania,Less than 18 years,Females,Yemen,1.0
Romania,Less than 18 years,Males,Afghanistan,0.11818181818181818
Romania,Less than 18 years,Males,Bangladesh,0.0
Romania,Less than 18 years,Males,Democratic Republic of the Congo,1.0
Romania,Less than 18 years,Males,Guinea,0.0
Romania,Less than 18 years,Males,India,0.0
Romania,Less than 18 years,Males,Iran,1.0
Romania,Less than 18 years,Males,Iraq,0.6842105263157895
Romania,Less than 18 years,Males,Pakistan,0.14285714285714285
Romania,Less than 18 years,Males,Palestine*,1.0
Romania,Less than 18 years,Males,Somalia,0.95
Romania,Less than 18 years,Males,Stateless,0.6666666666666666
Romania,Less than 18 years,Males,Sudan,1.0
Romania,Less than 18 years,Males,Syria,0.8735632183908046
Romania,Less than 18 years,Males,Total,0.5523809523809524
Romania,Less than 18 years,Males,Türkiye,0.25
Romania,Less than 18 years,Males,Ukraine,1.0
Romania,Less than 18 years,Males,Yemen,1.0
Slovakia,From 14 to 17 years,Females,Total,1.0
Slovakia,From 14 to 17 years,Males,Afghanistan,1.0
Slovakia,From 14 to 17 years,Males,Total,0.75
Slovakia,From 14 to 17 years,Males,Türkiye,0.5
Slovakia,From 14 to 17 years,Males,Ukraine,1.0
Slovakia,From 18 to 34 years,Females,Afghanistan,1.0
Slovakia,From 18 to 34 years,Females,Total,0.7777777777777778
Slovakia,From 18 to 34 years,Males,Afghanistan,0.8333333333333334
Slovakia,From 18 to 34 years,Males,Algeria,0.0
Slovakia,From 18 to 34 years,Males,Bangladesh,0.0
Slovakia,From 18 to 34 years,Males,Belarus,1.0
Slovakia,From 18 to 34 years,Males,India,0.0
Slovakia,From 18 to 34 years,Males,Indonesia,0.0
Slovakia,From 18 to 34 years,Males,Morocco,0.13333333333333333
Slovakia,From 18 to 34 years,Males,Nepal,0.0
Slovakia,From 18 to 34 years,Males,Nigeria,0.0
Slovakia,From 18 to 34 years,Males,Pakistan,0.0
Slovakia,From 18 to 34 years,Males,Russia,1.0
Slovakia,From 18 to 34 years,Males,Syria,1.0
Slovakia,From 18 to 34 years,Males,Total,0.2727272727272727
Slovakia,From 18 to 34 years,Males,Tunisia,0.0
Slovakia,From 18 to 34 years,Males,Türkiye,0.0
Slovakia,From 18 to 34 years,Males,Ukraine,1.0
Slovakia,From 35 to 64 years,Females,Total,0.5
Slovakia,From 35 to 64 years,Females,Ukraine,1.0
Slovakia,From 35 to 64 years,Males,Afghanistan,1.0
Slovakia,From 35 to 64 years,Males,Bangladesh,0.0
Slovakia,From 35 to 64 years,Males,India,0.0
Slovakia,From 35 to 64 years,Males,Pakistan,0.0
Slovakia,From 35 to 64 years,Males,Russia,0.25
Slovakia,From 35 to 64 years,Males,Syria,1.0
Slovakia,From 35 to 64 years,Males,Total,0.4090909090909091
Slovakia,From 35 to 64 years,Males,Ukraine,1.0
Slovakia,Less than 14 years,Females,Afghanistan,1.0
Slovakia,Less than 14 years,Females,Total,0.8333333333333334
Slovakia,Less than 14 years,Females,Ukraine,1.0
Slovakia,Less than 14 years,Males,Afghanistan,1.0
Slovakia,Less than 14 years,Males,Syria,1.0
Slovakia,Less than 14 years,Males,Total,0.7142857142857143
Slovakia,Less than 14 years,Males,Türkiye,0.0
Slovakia,Less than 14 years,Males,Ukraine,1.0
Slovakia,Less than 18 years,Females,Afghanistan,1.0
Slovakia,Less than 18 years,Females,Total,0.8571428571428571
Slovakia,Less than 18 years,Females,Ukraine,1.0
Slovakia,Less than 18 years,Males,Afghanistan,1.0
Slovakia,Less than 18 years,Males,Syria,1.0
Slovakia,Less than 18 years,Males,Total,0.7333333333333333
Slovakia,Less than 18 years,Males,Türkiye,0.5
Slovakia,Less than 18 years,Males,Ukraine,1.0
Slovenia,65 years or over,Females,Total,1.0
Slovenia,65 years or over,Females,Ukraine,1.0
Slovenia,65 years or over,Males,Total,1.0
Slovenia,65 years or over,Males,Ukraine,1.0
Slovenia,From 14 to 17 years,Females,Afghanistan,1.0
Slovenia,From 14 to 17 years,Females,Total,1.0
Slovenia,From 14 to 17 years,Females,Ukraine,1.0
Slovenia,From 14 to 17 years,Males,Afghanistan,1.0
Slovenia,From 14 to 17 years,Males,Algeria,0.0
Slovenia,From 14 to 17 years,Males,Burundi,1.0
Slovenia,From 14 to 17 years,Males,Egypt,0.0
Slovenia,From 14 to 17 years,Males,Morocco,0.0
Slovenia,From 14 to 17 years,Males,Pakistan,0.0
Slovenia,From 14 to 17 years,Males,Total,0.6
Slovenia,From 14 to 17 years,Males,Ukraine,1.0
Slovenia,From 18 to 34 years,Females,Afghanistan,1.0
Slovenia,From 18 to 34 years,Females,Burundi,1.0
Slovenia,From 18 to 34 years,Females,Total,1.0
Slovenia,From 18 to 34 years,Females,Ukraine,1.0
Slovenia,From 18 to 34 years,Males,Afghanistan,0.5
Slovenia,From 18 to 34 years,Males,Algeria,0.0
Slovenia,From 18 to 34 years,Males,Bangladesh,0.0
Slovenia,From 18 to 34 years,Males,Burundi,1.0
Slovenia,From 18 to 34 years,Males,India,0.0
Slovenia,From 18 to 34 years,Males,Iran,1.0
Slovenia,From 18 to 34 years,Males,Kosovo*,0.0
Slovenia,From 18 to 34 years,Males,Libya,0.0
Slovenia,From 18 to 34 years,Males,Morocco,0.0
Slovenia,From 18 to 34 years,Males,Pakistan,0.0
Slovenia,From 18 to 34 years,Males,Russia,1.0
Slovenia,From 18 to 34 years,Males,Senegal,1.0
Slovenia,From 18 to 34 years,Males,Serbia,0.0
Slovenia,From 18 to 34 years,Males,Syria,1.0
Slovenia,From 18 to 34 years,Males,Total,0.23255813953488372
Slovenia,From 18 to 34 years,Males,Tunisia,0.0
Slovenia,From 18 to 34 years,Males,Ukraine,1.0
Slovenia,From 35 to 64 years,Females,Afghanistan,1.0
Slovenia,From 35 to 64 years,Females,Burundi,1.0
Slovenia,From 35 to 64 years,Females,Israel,0.0
Slovenia,From 35 to 64 years,Females,Syria,1.0
Slovenia,From 35 to 64 years,Females,Total,0.8823529411764706
Slovenia,From 35 to 64 years,Females,Ukraine,1.0
Slovenia,From 35 to 64 years,Males,Afghanistan,1.0
Slovenia,From 35 to 64 years,Males,Algeria,0.0
Slovenia,From 35 to 64 years,Males,Burundi,1.0
Slovenia,From 35 to 64 years,Males,Iran,0.25
Slovenia,From 35 to 64 years,Males,Israel,0.0
Slovenia,From 35 to 64 years,Males,Morocco,0.0
Slovenia,From 35 to 64 years,Males,Pakistan,0.0
Slovenia,From 35 to 64 years,Males,Russia,1.0
Slovenia,From 35 to 64 years,Males,Syria,1.0
Slovenia,From 35 to 64 years,Males,Total,0.4888888888888889
Slovenia,From 35 to 64 years,Males,Ukraine,1.0
Slovenia,Less than 14 years,Females,Afghanistan,1.0
Slovenia,Less than 14 years,Females,Syria,1.0
Slovenia,Less than 14 years,Females,Total,0.9090909090909091
Slovenia,Less than 14 years,Females,Ukraine,1.0
Slovenia,Less than 14 years,Males,Afghanistan,1.0
Slovenia,Less than 14 years,Males,Burundi,1.0
Slovenia,Less than 14 years,Males,Russia,1.0
Slovenia,Less than 14 years,Males,Syria,1.0
Slovenia,Less than 14 years,Males,Total,1.0
Slovenia,Less than 14 years,Males,Ukraine,1.0
Slovenia,Less than 18 years,Females,Afghanistan,1.0
Slovenia,Less than 18 years,Females,Burundi,1.0
Slovenia,Less than 18 years,Females,Syria,1.0
Slovenia,Less than 18 years,Females,Total,0.9230769230769231
Slovenia,Less than 18 years,Females,Ukraine,1.0
Slovenia,Less than 18 years,Males,Afghanistan,1.0
Slovenia,Less than 18 years,Males,Algeria,0.0
Slovenia,Less than 18 years,Males,Burundi,1.0
Slovenia,Less than 18 years,Males,Egypt,0.0
Slovenia,Less than 18 years,Males,Morocco,0.0
Slovenia,Less than 18 years,Males,Pakistan,0.0
Slovenia,Less than 18 years,Males,Russia,1.0
Slovenia,Less than 18 years,Males,Syria,1.0
Slovenia,Less than 18 years,Males,Total,0.75
Slovenia,Less than 18 years,Males,Ukraine,1.0
Spain,65 years or over,Females,Afghanistan,0.9
Spain,65 years or over,Females,Argentina,0.0
Spain,65 years or over,Females,Chile,0.0
Spain,65 years or over,Females,Colombia,0.07142857142857142
Spain,65 years or over,Females,Cuba,0.0
Spain,65 years or over,Females,Ecuador,0.0
Spain,65 years or over,Females,El Salvador,0.42857142857142855
Spain,65 years or over,Females,Georgia,0.0
Spain,65 years or over,Females,Honduras,0.125
Spain,65 years or over,Females,Morocco,0.0
Spain,65 years or over,Females,Nicaragua,0.0
Spain,65 years or over,Females,Pakistan,1.0
Spain,65 years or over,Females,Palestine*,1.0
Spain,65 years or over,Females,Paraguay,0.0
Spain,65 years or over,Females,Peru,0.0
Spain,65 years or over,Females,Russia,0.5
Spain,65 years or over,Females,Syria,1.0
Spain,65 years or over,Females,Total,0.7833109017496636
Spain,65 years or over,Females,Ukraine,0.75
Spain,65 years or over,Females,Uruguay,0.0
Spain,65 years or over,Females,Venezuela,0.9388111888111889
Spain,65 years or over,Males,Afghanistan,0.8181818181818182
Spain,65 years or over,Males,Argentina,0.0
Spain,65 years or over,Males,Colombia,0.10638297872340426
Spain,65 years or over,Males,Cuba,0.0
Spain,65 years or over,Males,Ecuador,0.0
Spain,65 years or over,Males,El Salvador,0.3333333333333333
Spain,65 years or over,Males,Honduras,0.0
Spain,65 years or over,Males,Mali,1.0
Spain,65 years or over,Males,Mexico,0.0
Spain,65 years or over,Males,Morocco,0.0
Spain,65 years or over,Males,Palestine*,1.0
Spain,65 years or over,Males,Peru,0.0
Spain,65 years or over,Males,Russia,0.6666666666666666
Spain,65 years or over,Males,Senegal,0.0
Spain,65 years or over,Males,Syria,1.0
Spain,65 years or over,Males,Total,0.7220708446866485
Spain,65 years or over,Males,Ukraine,0.5
Spain,65 years or over,Males,Venezuela,0.9535864978902954
Spain,65 years or over,Males,Yemen,1.0
Spain,From 14 to 17 years,Females,Afghanistan,0.9629629629629629
Spain,From 14 to 17 years,Females,Algeria,0.3333333333333333
Spain,From 14 to 17 years,Females,Argentina,0.0
Spain,From 14 to 17 years,Females,Belarus,0.0
Spain,From 14 to 17 years,Females,Bolivia,0.0
Spain,From 14 to 17 years,Females,Brazil,0.0
Spain,From 14 to 17 years,Females,Central African Republic,1.0
Spain,From 14 to 17 years,Females,Chile,0.0
Spain,From 14 to 17 years,Females,China,1.0
Spain,From 14 to 17 years,Females,Colombia,0.11387900355871886
Spain,From 14 to 17 years,Females,Cuba,0.14285714285714285
Spain,From 14 to 17 years,Females,Côte d’Ivoire,1.0
Spain,From 14 to 17 years,Females,Ecuador,0.0
Spain,From 14 to 17 years,Females,El Salvador,0.3225806451612903
Spain,From 14 to 17 years,Females,Eritrea,1.0
Spain,From 14 to 17 years,Females,"Gambia, The",1.0
Spain,From 14 to 17 years,Females,Georgia,0.045454545454545456
Spain,From 14 to 17 years,Females,Guatemala,0.5
Spain,From 14 to 17 years,Females,Honduras,0.29411764705882354
Spain,From 14 to 17 years,Females,Iran,0.5
Spain,From 14 to 17 years,Females,Mali,1.0
Spain,From 14 to 17 years,Females,Mexico,0.3333333333333333
Spain,From 14 to 17 years,Females,Morocco,0.5
Spain,From 14 to 17 years,Females,Nicaragua,0.65
Spain,From 14 to 17 years,Females,Nigeria,1.0
Spain,From 14 to 17 years,Females,Palestine*,1.0
Spain,From 14 to 17 years,Females,Panama,0.0
Spain,From 14 to 17 years,Females,Paraguay,0.0
Spain,From 14 to 17 years,Females,Peru,0.06097560975609756
Spain,From 14 to 17 years,Females,Russia,0.5833333333333334
Spain,From 14 to 17 years,Females,Somalia,1.0
Spain,From 14 to 17 years,Females,Syria,0.8611111111111112
Spain,From 14 to 17 years,Females,Total,0.5337533753375338
Spain,From 14 to 17 years,Females,Türkiye,0.0
Spain,From 14 to 17 years,Females,Ukraine,0.5416666666666666
Spain,From 14 to 17 years,Females,Uruguay,0.0
Spain,From 14 to 17 years,Females,Venezuela,0.9467312348668281
Spain,From 14 to 17 years,Females,Yemen,1.0
Spain,From 14 to 17 years,Males,Afghanistan,0.918918918918919
Spain,From 14 to 17 years,Males,Algeria,0.5
Spain,From 14 to 17 years,Males,Argentina,0.0
Spain,From 14 to 17 years,Males,Armenia,0.0
Spain,From 14 to 17 years,Males,Belarus,0.0
Spain,From 14 to 17 years,Males,Bolivia,0.0
Spain,From 14 to 17 years,Males,Brazil,0.0
Spain,From 14 to 17 years,Males,Burkina Faso,1.0
Spain,From 14 to 17 years,Males,Chile,0.0
Spain,From 14 to 17 years,Males,Colombia,0.09395973154362416
Spain,From 14 to 17 years,Males,Cuba,0.0
Spain,From 14 to 17 years,Males,Côte d’Ivoire,1.0
Spain,From 14 to 17 years,Males,Ecuador,0.0
Spain,From 14 to 17 years,Males,El Salvador,0.22580645161290322
Spain,From 14 to 17 years,Males,Eritrea,1.0
Spain,From 14 to 17 years,Males,"Gambia, The",1.0
Spain,From 14 to 17 years,Males,Georgia,0.0
Spain,From 14 to 17 years,Males,Guatemala,0.4
Spain,From 14 to 17 years,Males,Guinea,1.0
Spain,From 14 to 17 years,Males,Honduras,0.32608695652173914
Spain,From 14 to 17 years,Males,Iran,1.0
Spain,From 14 to 17 years,Males,Iraq,0.0
Spain,From 14 to 17 years,Males,Mali,0.9846153846153847
Spain,From 14 to 17 years,Males,Mexico,0.0
Spain,From 14 to 17 years,Males,Morocco,0.4
Spain,From 14 to 17 years,Males,Nicaragua,0.6875
Spain,From 14 to 17 years,Males,Pakistan,0.25
Spain,From 14 to 17 years,Males,Palestine*,0.8333333333333334
Spain,From 14 to 17 years,Males,Peru,0.058823529411764705
Spain,From 14 to 17 years,Males,Russia,0.4444444444444444
Spain,From 14 to 17 years,Males,Somalia,1.0
Spain,From 14 to 17 years,Males,Sudan,1.0
Spain,From 14 to 17 years,Males,Syria,0.9183673469387755
Spain,From 14 to 17 years,Males,Total,0.5497975708502024
Spain,From 14 to 17 years,Males,Türkiye,0.5
Spain,From 14 to 17 years,Males,Ukraine,0.5555555555555556
Spain,From 14 to 17 years,Males,Uruguay,0.0
Spain,From 14 to 17 years,Males,Venezuela,0.9404761904761905
Spain,From 14 to 17 years,Males,Yemen,1.0
Spain,From 18 to 34 years,Females,Afghanistan,0.9044943820224719
Spain,From 18 to 34 years,Females,Albania,0.0
Spain,From 18 to 34 years,Females,Algeria,0.24324324324324326
Spain,From 18 to 34 years,Females,Angola,0.0
Spain,From 18 to 34 years,Females,Argentina,0.0
Spain,From 18 to 34 years,Females,Armenia,0.0
Spain,From 18 to 34 years,Females,Azerbaijan,0.0
Spain,From 18 to 34 years,Females,Belarus,0.125
Spain,From 18 to 34 years,Females,Bolivia,0.058823529411764705
Spain,From 18 to 34 years,Females,Brazil,0.033707865168539325
Spain,From 18 to 34 years,Females,Burkina Faso,1.0
Spain,From 18 to 34 years,Females,Cameroon,0.5263157894736842
Spain,From 18 to 34 years,Females,Central African Republic,1.0
Spain,From 18 to 34 years,Females,Chile,0.07692307692307693
Spain,From 18 to 34 years,Females,China,0.14864864864864866
Spain,From 18 to 34 years,Females,Colombia,0.06633243347473969
Spain,From 18 to 34 years,Females,Comoros,0.0
Spain,From 18 to 34 years,Females,Congo,0.6666666666666666
Spain,From 18 to 34 years,Females,Costa Rica,0.0
Spain,From 18 to 34 years,Females,Cuba,0.023622047244094488
Spain,From 18 to 34 years,Females,Côte d’Ivoire,0.625
Spain,From 18 to 34 years,Females,Democratic Republic of the Congo,0.5
Spain,From 18 to 34 years,Females,Dominican Republic,0.0
Spain,From 18 to 34 years,Females,Ecuador,0.023809523809523808
Spain,From 18 to 34 years,Females,Egypt,1.0
Spain,From 18 to 34 years,Females,El Salvador,0.2886297376093295
Spain,From 18 to 34 years,Females,Equatorial Guinea,0.4
Spain,From 18 to 34 years,Females,Eritrea,1.0
Spain,From 18 to 34 years,Females,"Gambia, The",0.8
Spain,From 18 to 34 years,Females,Georgia,0.04
Spain,From 18 to 34 years,Females,Ghana,0.4
Spain,From 18 to 34 years,Females,Guatemala,0.3333333333333333
Spain,From 18 to 34 years,Females,Guinea,0.8
Spain,From 18 to 34 years,Females,Guinea-Bissau,0.5
Spain,From 18 to 34 years,Females,Haiti,0.6153846153846154
Spain,From 18 to 34 years,Females,Honduras,0.23853211009174313
Spain,From 18 to 34 years,Females,India,0.0
Spain,From 18 to 34 years,Females,Indonesia,0.0
Spain,From 18 to 34 years,Females,Iran,0.7
Spain,From 18 to 34 years,Females,Iraq,0.0
Spain,From 18 to 34 years,Females,Jamaica,1.0
Spain,From 18 to 34 years,Females,Kenya,1.0
Spain,From 18 to 34 years,Females,Lebanon,0.0
Spain,From 18 to 34 years,Females,Liberia,1.0
Spain,From 18 to 34 years,Females,Libya,1.0
Spain,From 18 to 34 years,Females,Mali,0.9655172413793104
Spain,From 18 to 34 years,Females,Mauritania,0.25
Spain,From 18 to 34 years,Females,Mexico,0.2631578947368421
Spain,From 18 to 34 years,Females,Moldova,0.0
Spain,From 18 to 34 years,Females,Morocco,0.2206896551724138
Spain,From 18 to 34 years,Females,Namibia,0.0
Spain,From 18 to 34 years,Females,Nicaragua,0.39622641509433965
Spain,From 18 to 34 years,Females,Nigeria,0.4025974025974026
Spain,From 18 to 34 years,Females,Pakistan,0.46153846153846156
Spain,From 18 to 34 years,Females,Palestine*,0.8
Spain,From 18 to 34 years,Females,Panama,0.0
Spain,From 18 to 34 years,Females,Paraguay,0.05660377358490566
Spain,From 18 to 34 years,Females,Peru,0.044145873320537425
Spain,From 18 to 34 years,Females,Russia,0.5909090909090909
Spain,From 18 to 34 years,Females,Senegal,0.75
Spain,From 18 to 34 years,Females,Sierra Leone,0.5
Spain,From 18 to 34 years,Females,Somalia,0.9777777777777777
Spain,From 18 to 34 years,Females,Sudan,1.0
Spain,From 18 to 34 years,Females,Syria,0.8712121212121212
Spain,From 18 to 34 years,Females,Total,0.544683403307343
Spain,From 18 to 34 years,Females,Tunisia,0.7142857142857143
Spain,From 18 to 34 years,Females,Türkiye,0.21428571428571427
Spain,From 18 to 34 years,Females,Ukraine,0.576271186440678
Spain,From 18 to 34 years,Females,Uruguay,0.0
Spain,From 18 to 34 years,Females,Venezuela,0.927461139896373
Spain,From 18 to 34 years,Females,Viet Nam,0.16666666666666666
Spain,From 18 to 34 years,Females,Yemen,0.8888888888888888
Spain,From 18 to 34 years,Males,Afghanistan,0.8695652173913043
Spain,From 18 to 34 years,Males,Albania,0.0
Spain,From 18 to 34 years,Males,Algeria,0.022304832713754646
Spain,From 18 to 34 years,Males,Angola,0.0
Spain,From 18 to 34 years,Males,Argentina,0.0
Spain,From 18 to 34 years,Males,Armenia,0.0
Spain,From 18 to 34 years,Males,Azerbaijan,0.5
Spain,From 18 to 34 years,Males,Bangladesh,0.0
Spain,From 18 to 34 years,Males,Belarus,0.125
Spain,From 18 to 34 years,Males,Benin,0.0
Spain,From 18 to 34 years,Males,Bolivia,0.0
Spain,From 18 to 34 years,Males,Brazil,0.028037383177570093
Spain,From 18 to 34 years,Males,Burkina Faso,0.956989247311828
Spain,From 18 to 34 years,Males,Cameroon,0.1095890410958904
Spain,From 18 to 34 years,Males,Central African Republic,0.7777777777777778
Spain,From 18 to 34 years,Males,Chad,0.3157894736842105
Spain,From 18 to 34 years,Males,Chile,0.07692307692307693
Spain,From 18 to 34 years,Males,China,0.10869565217391304
Spain,From 18 to 34 years,Males,Colombia,0.030612244897959183
Spain,From 18 to 34 years,Males,Congo,0.25
Spain,From 18 to 34 years,Males,Costa Rica,0.0
Spain,From 18 to 34 years,Males,Cuba,0.02564102564102564
Spain,From 18 to 34 years,Males,Côte d’Ivoire,0.0390625
Spain,From 18 to 34 years,Males,Democratic Republic of the Congo,0.16666666666666666
Spain,From 18 to 34 years,Males,Dominican Republic,0.0
Spain,From 18 to 34 years,Males,Ecuador,0.0
Spain,From 18 to 34 years,Males,Egypt,0.06896551724137931
Spain,From 18 to 34 years,Males,El Salvador,0.18598382749326145
Spain,From 18 to 34 years,Males,Equatorial Guinea,0.0
Spain,From 18 to 34 years,Males,Eritrea,0.8
Spain,From 18 to 34 years,Males,Ethiopia,1.0
Spain,From 18 to 34 years,Males,"Gambia, The",0.012658227848101266
Spain,From 18 to 34 years,Males,Georgia,0.015873015873015872
Spain,From 18 to 34 years,Males,Ghana,0.0
Spain,From 18 to 34 years,Males,Guatemala,0.14893617021276595
Spain,From 18 to 34 years,Males,Guinea,0.047619047619047616
Spain,From 18 to 34 years,Males,Guinea-Bissau,0.0
Spain,From 18 to 34 years,Males,Haiti,0.5263157894736842
Spain,From 18 to 34 years,Males,Honduras,0.13012895662368112
Spain,From 18 to 34 years,Males,India,0.0
Spain,From 18 to 34 years,Males,Iran,0.4
Spain,From 18 to 34 years,Males,Iraq,0.07692307692307693
Spain,From 18 to 34 years,Males,Jamaica,0.6666666666666666
Spain,From 18 to 34 years,Males,Kazakhstan,0.5
Spain,From 18 to 34 years,Males,Kenya,0.0
Spain,From 18 to 34 years,Males,Lebanon,0.0
Spain,From 18 to 34 years,Males,Liberia,0.0
Spain,From 18 to 34 years,Males,Libya,1.0
Spain,From 18 to 34 years,Males,Mali,0.9732228243544788
Spain,From 18 to 34 years,Males,Mauritania,0.02702702702702703
Spain,From 18 to 34 years,Males,Mexico,0.08695652173913043
Spain,From 18 to 34 years,Males,Moldova,0.0
